published_at,title,description,source,url,ticker,date,market_date
2026-04-16 19:46:12+00:00,NPR gets $80 million gift from Democratic megadonor in major boost after losing government funding,NPR says it received $113 million in charitable donations to invest in digital infrastructure after Congress rescinded public media federal funding.,Fox News,https://www.foxnews.com/media/npr-gets-80-million-gift-from-democratic-megadonor-major-boost-after-losing-government-funding,MSFT,2026-04-16,2026-04-16
2026-04-16 19:42:26+00:00,Meta Raises Prices on Quest 3 and Quest 3S Due to RAM Shortage,The VR headsets are RAMageddon's latest victims.,CNET,https://www.cnet.com/tech/computing/meta-is-raising-prices-on-quest-3-and-quest-3s-headsets/,MSFT,2026-04-16,2026-04-16
2026-04-16 19:33:03+00:00,Adobe and Canva want their AI agents to replace your creative workflow,"For years, creatives have delved deeply into a single app at a time, pushing and shaping pixels in apps like Photoshop to achieve the right look and feel. Now Adobe and Canva want you to abandon that approach for one where AI agents do that work for you.



…",PCWorld,https://www.pcworld.com/article/3116557/adobe-and-canva-want-their-ai-agents-to-replace-your-creative-workflow.html,MSFT,2026-04-16,2026-04-16
2026-04-16 19:22:49+00:00,DVDFab v13.0.5.9 (x64),"Description: Includes 24 products from DVDFab 13, offers complete multimedia solutions on DVDs, Blu-rays, 4K Ultra HD Blu-rays, and recorded (4K) BDAV Blu-rays. Backup Any Disc for Playback on Home Media Server with no Quality LossDVDFab All-in-One enables lo…",Rlsbb.to,https://post.rlsbb.to/dvdfab-v13-0-5-9-x64/,MSFT,2026-04-16,2026-04-16
2026-04-16 19:22:27+00:00,"NPR gets $113 million in gifts, including $80 million from Connie Ballmer","NPR said the donation from Ballmer, the largest to the public radio network by a living donor, will help offset the loss of federal funding in 2025.",CBS News,https://www.cbsnews.com/news/npr-113-million-connie-ballmer-donation/,MSFT,2026-04-16,2026-04-16
2026-04-16 19:17:00+00:00,Scramble Knights Royale open beta test now available,"An open beta test for 32-player classic-adventure battle royale Scramble Knights Royale is now available for PC via Steam until April 23, developer Funktronic Labs announced.",Gematsu,https://www.gematsu.com/2026/04/scramble-knights-royale-open-beta-test-now-available,MSFT,2026-04-16,2026-04-16
2026-04-16 19:05:48+00:00,Iperius Backup Full 8.8,"Description: The most comprehensive and versatile backup software. Backup for PCs, Servers, Virtual Machines, Databases, Mail Servers, and Microsoft 365. Any Destination: Cloud, S3, NAS, FTPS, Google Drive and many others. Drive Image, Synchronization, FTP an…",Rlsbb.to,https://post.rlsbb.to/iperius-backup-full-8-8/,MSFT,2026-04-16,2026-04-16
2026-04-16 19:05:48+00:00,Foxit PDF Editor Pro v14.0.4.33508,"Description: Foxit PDF Editor (formerly) Foxit PhantomPDF is a business ready PDF toolkit to create professional looking PDF documents and forms. You can do that for tasks such as developing personal documents, implementing workgroup collaboration, designing …",Rlsbb.to,https://post.rlsbb.to/foxit-pdf-editor-pro-v14-0-4-33508/,MSFT,2026-04-16,2026-04-16
2026-04-16 19:05:00+00:00,Don't Panic Over Microsoft: These 2 Mega-Cap Stocks Are the Real Opportunity,,Yahoo Entertainment,https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_301de704-03d1-430d-9241-a330b41243e4,MSFT,2026-04-16,2026-04-16
2026-04-16 19:04:49+00:00,Task Time now available in Early Access,"Multiplayer party game Task Time is now available in Early Access for PC via Steam and Microsoft Store, publisher Wired Productions and developer ReadGraves announced. It is completely free to play…",Gematsu,https://www.gematsu.com/2026/04/task-time-now-available-in-early-access,MSFT,2026-04-16,2026-04-16
2026-04-16 19:01:10+00:00,What Allbirds needs to do to make its Hail Mary AI pivot succeed,"Allbirds' plan won't be easy to pull off. It needs more money, expertise, and relationships with hyperscalers.",Business Insider,https://www.businessinsider.com/allbirds-ai-pivot-data-centers-success-2026-4,MSFT,2026-04-16,2026-04-16
2026-04-16 19:00:00+00:00,AWS Elastic Disaster Recovery is now available in the AWS European Sovereign Cloud,"AWS Elastic Disaster Recovery (AWS DRS) is now available in the AWS European Sovereign Cloud, enabling organizations with data sovereignty requirements to protect their mission-critical workloads with disaster recovery on AWS. AWS DRS minimizes downtime and d…",Amazon.com,https://aws.amazon.com/about-aws/whats-new/2026/04/drs-thf/,MSFT,2026-04-16,2026-04-16
2026-04-16 19:00:00+00:00,Xbox CCO Reveals Project Helix Console Design Strategy,"In a statement originally made to GameSpot, Xbox Chief Content Officer Matt Booty has confirmed that Project Helix is a direct collaboration between Xbox's hardware and software teams, stating that ""We're there every step of the way as these things come along…",Hot Hardware,https://hothardware.com/news/xbox-cco-reveals-project-helix-console-design-strategy,MSFT,2026-04-16,2026-04-16
2026-04-16 19:00:00+00:00,Still buying books you never finish? Try Headway for 80% off.,"Learn from 2,000+ nonfiction books in minutes instead of hours",New York Post,https://nypost.com/2026/04/16/shopping/still-buying-books-you-never-finish-try-headway-for-80-off/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:56:56+00:00,"Xbox and Paramount have its Call of Duty movie release date, but it's pretty far off — here's exactly when the film is coming out","Xbox and Paramount have officially announced the Call of Duty movie's release date, but don't expect it to come out soon; it's pretty far off.",Windows Central,https://www.windowscentral.com/gaming/call-of-duty/xbox-and-paramount-have-its-call-of-duty-movie-release-date-but-its-pretty-far-off,MSFT,2026-04-16,2026-04-16
2026-04-16 18:54:58+00:00,Three insights you might have missed from theCUBE’s coverage of Nutanix .NEXT,"Agentic infrastructure is quickly becoming the foundation for how enterprises build and run AI at scale. What’s emerging is a shift from piecemeal tools to integrated systems where data, models and operations are tightly connected, making AI a production capa…",SiliconANGLE News,https://siliconangle.com/2026/04/16/agentic-infrastructure-thecube-nutanix-next-nutanixnext/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:54:24+00:00,Master PDF Editor 5.9.98,"Description: Master PDF Editor is straightforward, easy to use application for working with PDF documents equipped with powerful multi-purpose functionality. With Master PDF Editor you can easily view, create and modify PDF documents. The application enables …",Rlsbb.to,https://post.rlsbb.to/master-pdf-editor-5-9-98/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:49:43+00:00,OpenAI Releases a Major Update to Codex,"Codex is OpenAI's agentic experience for software developers and it's getting a major update today.
The post OpenAI Releases a Major Update to Codex appeared first on Thurrott.com.",Thurrott.com,https://www.thurrott.com/a-i/openai-a-i/335030/openai-releases-a-major-update-to-codex,MSFT,2026-04-16,2026-04-16
2026-04-16 18:48:25+00:00,"Loud, power hungry - opposition grows to datacenters as Maine passes bit barn ban","If there's one thing folks want less than Copilot in their taskbar, it's a bit barn in their backyard
Loud, thirsty, power hungry, and intensely unpopular with neighboring residents: datacenters are becoming the new nuclear waste dump. And many localities are…",Theregister.com,https://www.theregister.com/2026/04/16/maine_pulls_bit_barn_brake/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:36:05+00:00,Quantum mania: Stocks skyrocket up to 141% as Nvidia fuels next tech revolution,Quantum-linked stocks are exploding at record speed. Some names jumped 140% in just one week. That move followed a major trigger. NVIDIA launched new AI models to accelerate quantum computing. Markets reacted instantly. Investors now see quantum-linked stocks…,The Times of India,https://economictimes.indiatimes.com/news/international/us/quantum-mania-stocks-skyrocket-up-to-141-as-nvidia-fuels-next-tech-revolution/articleshow/130314649.cms,MSFT,2026-04-16,2026-04-16
2026-04-16 18:28:59+00:00,onelake-tui added to PyPI,Unofficial TUI and client library for Microsoft Fabric OneLake,Pypi.org,https://pypi.org/project/onelake-tui/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:26:17+00:00,Metro 2039 First Look Reveal Roundup,"Publisher Deep Silver and developer 4A Games have brought a light up to Metro 2039 as part of an Xbox First showcase, revealing a first look at gameplay and a winter 2026 release window.",IGN,https://www.ign.com/articles/metro-2039-first-look-reveal-roundup,MSFT,2026-04-16,2026-04-16
2026-04-16 18:21:16+00:00,Stellantis and Microsoft Expand AI Collaboration Across Operations,"Stellantis and Microsoft have announced a broad five-year collaboration spanning AI, cybersecurity, cloud modernization, and engineering. For supply chain leaders, the more important question is where measurable operational value will show up first. Stellanti…",Logisticsviewpoints.com,https://logisticsviewpoints.com/2026/04/16/stellantis-and-microsoft-expand-ai-collaboration-across-operations/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:20:12+00:00,North Korea targets macOS users in latest heist,"Social engineering: 'low-cost, hard to patch, and scales well' North Korean criminals set on stealing Apple users' credentials and cryptocurrency are using a combination of social engineering and a fake Zoom software update to trick people into manually runni…",Theregister.com,https://www.theregister.com/2026/04/16/north_korea_social_engineering_macos/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:05:50+00:00,Microsoft Office 2024 v16.108,"Office LTSC 2024 offers a locked-in-time version of familiar productivity tools, updated with a subset of the features that have been added to Microsoft 365 Apps for enterprise over the last three years. New features for this release include Dynamic Charts an…",Rlsbb.to,https://post.rlsbb.to/microsoft-office-2024-v16-108/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:05:50+00:00,Keynote 15.2 fix,"Create memorable presentations on iPhone, iPad, Mac, and Apple Vision Pro. Start with an Apple-designed theme and add text, images, charts, and shapes. Bring it all to life with cinematic animations and transitions. Confidently present from anywhere, in perso…",Rlsbb.to,https://post.rlsbb.to/keynote-15-2-fix/,MSFT,2026-04-16,2026-04-16
2026-04-16 18:02:07+00:00,Microsoft Game Pass too expensive—what’s next? #gaming,"Microsoft says Game Pass is too expensive; change could follow Microsoft’s latest leadership message indicates a potential shift in how Xbox Game Pass is positioned and priced. The central claim is that Game Pass has become too expensive for players , and Mic…",Alltoc.com,https://alltoc.com/gaming/microsoft-game-pass-too-expensive-whats-next,MSFT,2026-04-16,2026-04-16
